tracking_domain;consent_category;vendor_name;tracker_type;tracker_name;tracker_purpose;tracker_duration;3rd_party_sharing;first_found_at;party_type;Vendor Description
adnxs.com;Targeted Advertising cookies (including social media);Xandr, Inc.;HTTP Cookie;receive-cookie-deprecation;;;;;Existing CM Trackers-Not Found;
adnxs.com;Targeted Advertising cookies (including social media);Xandr, Inc.;HTTP Cookie;uuid2;;;;;Existing CM Trackers-Not Found;
adnxs.com;Targeted Advertising cookies (including social media);Xandr, Inc.;HTTP Cookie;XANDR_PANID;;;;;Existing CM Trackers-Not Found;
ajax.aspnetcdn.com;Targeted Advertising cookies (including social media);Microsoft;ETag;-;;;;;Existing CM Trackers-Not Found;
ajax.aspnetcdn.com;Targeted Advertising cookies (including social media);Microsoft;JavaScript;-;;;;;Existing CM Trackers-Not Found;
c.amazon-adsystem.com;Targeted Advertising cookies (including social media);Amazon Ads;ETag;-;;;;;Existing CM Trackers-Not Found;
c.amazon-adsystem.com;Targeted Advertising cookies (including social media);Amazon Ads;JavaScript;-;;;;;Existing CM Trackers-Not Found;
doubleclick.net;Targeted Advertising cookies (including social media);Google Advertising Products;HTTP Cookie;IDE;;;;;Existing CM Trackers-Not Found;
doubleclick.net;Targeted Advertising cookies (including social media);Google Advertising Products;HTTP Cookie;receive-cookie-deprecation;;;;;Existing CM Trackers-Not Found;
eloqua.com;Targeted Advertising cookies (including social media);Oracle Marketing;HTTP Cookie;ELOQUA;;;;;Existing CM Trackers-Not Found;
i.ytimg.com;Targeted Advertising cookies (including social media);Google Inc.;ETag;-;;;;;Existing CM Trackers-Not Found;
img.en25.com;Targeted Advertising cookies (including social media);Oracle Marketing;JavaScript;-;;;;;Existing CM Trackers-Not Found;
img.youtube.com;Targeted Advertising cookies (including social media);Google Advertising Products;ETag;-;;;;;Existing CM Trackers-Not Found;
linkedin.com;Targeted Advertising cookies (including social media);LinkedIn;HTTP Cookie;bcookie;;;;;Existing CM Trackers-Not Found;
linkedin.com;Targeted Advertising cookies (including social media);LinkedIn;HTTP Cookie;lidc;;;;;Existing CM Trackers-Not Found;
linkedin.com;Targeted Advertising cookies (including social media);LinkedIn;HTTP Cookie;li_gc;;;;;Existing CM Trackers-Not Found;
maps.googleapis.com;Targeted Advertising cookies (including social media);Google Inc.;Beacon;-;;;;;Existing CM Trackers-Not Found;
pagead2.googlesyndication.com;Targeted Advertising cookies (including social media);Google Advertising Products;Beacon;-;;;;;Existing CM Trackers-Not Found;
CLIENT_X.com;Targeted Advertising cookies (including social media);Koninklijke CLIENT_X N.V.;HTTP Cookie;_ScCbts;;;;;Existing CM Trackers-Not Found;
pixel.mathtag.com;Targeted Advertising cookies (including social media);MediaMath, Inc.;JavaScript;-;;;;;Existing CM Trackers-Not Found;
plugins.flockler.com;Targeted Advertising cookies (including social media);Flockler;ETag;-;;;;;Existing CM Trackers-Not Found;
plugins.flockler.com;Targeted Advertising cookies (including social media);Flockler;JavaScript;-;;;;;Existing CM Trackers-Not Found;
pubads.g.doubleclick.net;Targeted Advertising cookies (including social media);Google Advertising Products;Beacon;-;;;;;Existing CM Trackers-Not Found;
px.ads.linkedin.com;Targeted Advertising cookies (including social media);LinkedIn;JavaScript;-;;;;;Existing CM Trackers-Not Found;
sc-static.net;Targeted Advertising cookies (including social media);Snap Inc.;ETag;-;;;;;Existing CM Trackers-Not Found;
sc-static.net;Targeted Advertising cookies (including social media);Snap Inc.;JavaScript;-;;;;;Existing CM Trackers-Not Found;
sc-static.net;Targeted Advertising cookies (including social media);Snap Inc.;HTTP Cookie;X-AB;;;;;Existing CM Trackers-Not Found;
snapchat.com;Targeted Advertising cookies (including social media);Snap Inc.;HTTP Cookie;sc_at;;;;;Existing CM Trackers-Not Found;
static.cloud.coveo.com;Targeted Advertising cookies (including social media);Coveo Solutions Inc.;ETag;-;;;;;Existing CM Trackers-Not Found;
static.cloud.coveo.com;Targeted Advertising cookies (including social media);Coveo Solutions Inc.;JavaScript;-;;;;;Existing CM Trackers-Not Found;
static.doubleclick.net;Targeted Advertising cookies (including social media);Google Advertising Products;JavaScript;-;;;;;Existing CM Trackers-Not Found;
tr.snapchat.com;Targeted Advertising cookies (including social media);Snap Inc.;Beacon;-;;;;;Existing CM Trackers-Not Found;
tr.snapchat.com;Targeted Advertising cookies (including social media);Snap Inc.;JavaScript;-;;;;;Existing CM Trackers-Not Found;
www.crsc.CLIENT_X.com;Targeted Advertising cookies (including social media);Koninklijke CLIENT_X N.V.;ETag;-;;;;;Existing CM Trackers-Not Found;
www.googleadservices.com;Targeted Advertising cookies (including social media);Google Advertising Products;ETag;-;;;;;Existing CM Trackers-Not Found;
www.googleadservices.com;Targeted Advertising cookies (including social media);Google Advertising Products;JavaScript;-;;;;;Existing CM Trackers-Not Found;
www.youtube-nocookie.com;Targeted Advertising cookies (including social media);Google Advertising Products;JavaScript;-;;;;;Existing CM Trackers-Not Found;
www.youtube.com;Targeted Advertising cookies (including social media);Google Advertising Products;JavaScript;-;;;;;Existing CM Trackers-Not Found;
youtube-nocookie.com;Targeted Advertising cookies (including social media);Google Advertising Products;Local Storage;-;;;;;Existing CM Trackers-Not Found;
youtube.com;Targeted Advertising cookies (including social media);Google Advertising Products;Local Storage;-;;;;;Existing CM Trackers-Not Found;
youtube.com;Targeted Advertising cookies (including social media);Google Advertising Products;HTTP Cookie;__Secure-ROLLOUT_TOKEN;;;;;Existing CM Trackers-Not Found;
youtube.com;Targeted Advertising cookies (including social media);Google Advertising Products;HTTP Cookie;VISITOR_INFO1_LIVE;;;;;Existing CM Trackers-Not Found;
youtube.com;Targeted Advertising cookies (including social media);Google Advertising Products;HTTP Cookie;VISITOR_PRIVACY_METADATA;;;;;Existing CM Trackers-Not Found;
youtube.com;Targeted Advertising cookies (including social media);Google Advertising Products;HTTP Cookie;YSC;;;;;Existing CM Trackers-Not Found;
